Sales_ID,Date,Product_ID,Distributor_ID,Customer_ID,Units_Sold,Revenue,Target,Profit,Defect_Rate_%,Return_%,On_time_Delivery_%
S001434,2024-06-12,P0061,D0047,C00107,86,32102,9604,8796,3.09,4.54,87.59
S001435,2023-11-30,P0061,D0256,C00991,302,4061,46028,1691,0.94,4.01,99.7
S001436,2025-04-07,P0098,D0174,C00529,4,33001,3651,4444,3.83,2.27,81.95
S001437,2024-01-22,P0028,D0103,C00537,2,11586,30631,833,4.71,0.44,91.3
S001438,2024-04-10,P0186,D0121,C00576,133,29943,17308,6056,3.99,3.15,85.3
S001439,2024-03-06,P0043,D0145,C00969,302,10476,25761,2952,6.8,2.01,97.23
S001440,2025-07-04,P0169,D0042,C00854,79,25971,10768,567,2.88,3.44,90.14
S001441,2024-12-25,P0167,D0029,C00887,147,4763,4158,2908,7.16,1.1,97.07
S001442,2024-06-26,P0086,D0273,C00749,166,46209,24775,8801,8.83,3.82,98.59
S001443,2025-07-03,P0177,D0014,C00688,315,25078,37845,7661,5.91,0.85,92.67
S001444,2025-04-18,P0017,D0189,C00291,463,36656,33818,5659,3.89,4.04,85.66
S001445,2025-04-18,P0098,D0295,C00805,238,10914,16485,2873,1.8,4.56,88.97
S001446,2024-09-04,P0198,D0183,C00311,328,5006,51321,2957,9.32,4.5,92.63
S001447,2025-09-22,P0198,D0036,C00913,276,18470,46410,3329,7.52,1.73,93.02
S001448,2025-09-02,P0098,D0037,C00668,204,7499,57764,3265,2.46,1.95,81.34
S001449,2024-10-23,P0065,D0014,C00385,452,35072,48466,6009,1.51,4.19,87.01
S001450,2025-09-03,P0074,D0123,C00053,53,12304,32255,1609,0.49,3.46,90.65
S001451,2024-11-04,P0085,D0083,C00585,486,31235,22787,3610,1.91,2.63,86.73
S001452,2024-06-16,P0005,D0159,C00183,107,23894,25611,265,7.32,4.8,91.56
S001453,2025-04-30,P0002,D0102,C00369,55,18398,25852,3626,6.3,2.58,83.52
S001454,2024-12-17,P0022,D0083,C00701,246,46332,39583,9693,9.67,1.22,80.69
S001455,2025-08-09,P0112,D0044,C00013,423,25796,49793,4103,3.22,3.4,86.83
S001456,2024-12-30,P0057,D0068,C00559,377,12997,8153,5614,7.87,2.56,91.36
S001457,2025-08-04,P0066,D0048,C00960,164,31780,40093,1514,1.2,1.02,80.22
S001458,2025-08-19,P0074,D0057,C00160,442,43086,56766,9667,5.63,0.76,92.23
S001459,2024-01-20,P0098,D0075,C00284,15,28832,6931,3253,4.67,1.78,87.09
S001460,2024-04-06,P0144,D0022,C00565,1,27506,28040,6789,8.38,4.85,99.86
S001461,2025-08-30,P0112,D0132,C00287,351,44082,49793,8354,7.02,0.73,95.66
S001462,2024-02-09,P0179,D0267,C00008,137,9664,18272,2849,1.94,2.36,85.82
S001463,2023-11-26,P0125,D0287,C00072,151,38888,1403,4074,9.84,1.63,99.43
S001464,2023-10-13,P0167,D0120,C00892,180,31164,13801,3957,8.23,4.72,85.57
S001465,2024-06-20,P0086,D0246,C00098,410,31060,41744,9834,3.55,1.89,82.17
S001466,2025-08-28,P0076,D0056,C00087,232,14985,28064,4503,8.26,1.13,80.54
S001467,2024-02-20,P0088,D0038,C00842,492,37880,4985,7772,9.57,2.39,95.67
S001468,2024-08-10,P0168,D0245,C00101,487,18917,17260,1928,8.9,0.77,86.38
S001469,2024-04-03,P0038,D0021,C00281,188,2462,30941,8389,5.56,1.9,99.69
S001470,2024-02-26,P0188,D0110,C00883,18,47958,28615,9617,5.77,3.66,92.36
S001471,2025-04-22,P0059,D0094,C00289,225,25082,30741,8138,1.07,3,83.29
S001472,2025-01-11,P0138,D0136,C00749,105,2865,59516,3555,1.65,0.05,86.72
S001473,2024-02-25,P0099,D0231,C00196,487,37777,7549,7603,9.83,2.49,90.25
S001474,2023-12-02,P0192,D0008,C00391,206,12322,23530,2737,7.7,4.07,94.43
S001475,2023-10-27,P0063,D0290,C00609,186,27312,6128,2124,0.26,2.81,91.83
S001476,2024-05-08,P0049,D0251,C00450,65,28762,13801,5251,5.48,2.35,85.2
S001477,2025-05-20,P0192,D0087,C00368,333,15538,49365,3081,3.45,2.08,89.52
S001478,2024-04-06,P0032,D0204,C00430,372,8710,52739,8970,3.12,2.68,84.33
S001479,2024-03-18,P0135,D0219,C00096,207,26047,34057,1405,5.57,0.37,87
S001480,2025-08-15,P0021,D0241,C00261,229,4177,52380,3201,3.2,4,85.71
S001481,2025-06-28,P0020,D0258,C00512,69,28502,49442,7114,2.52,4.28,97.97
S001482,2024-12-06,P0154,D0109,C00121,142,20249,11505,6939,9.38,2.96,95.76
S001483,2024-04-24,P0127,D0256,C00366,206,4197,13370,5784,0.4,4.89,90.63
S001484,2024-07-27,P0068,D0282,C00785,174,36229,13028,4074,4.36,2.78,83.48
S001485,2024-05-25,P0110,D0220,C00332,197,25166,15593,7215,5.11,0.14,91.87
S001486,2025-06-20,P0116,D0083,C00052,331,47754,27159,3066,4.4,2.32,87.09
S001487,2024-10-01,P0143,D0107,C00396,416,4581,43629,5143,6.57,2,80.75
S001488,2025-03-30,P0120,D0069,C00318,307,9692,30621,3320,0.26,0.97,93.78
S001489,2023-10-31,P0079,D0097,C00675,197,41762,11438,1199,8.85,2.67,85.11
S001490,2024-02-13,P0116,D0212,C00702,228,33888,55563,5177,5,2.27,84.68
S001491,2025-06-08,P0092,D0286,C00277,271,2775,34415,3752,5.54,0.86,93.28
S001492,2023-11-27,P0014,D0237,C00597,437,33656,20538,4744,4.63,2.53,97.43
S001493,2024-05-05,P0155,D0008,C00194,199,1606,34033,9962,4.45,4.17,85.64
S001494,2025-07-10,P0125,D0294,C00693,325,8375,4488,6304,1.87,2.55,95.55
S001495,2025-03-11,P0168,D0189,C00021,478,1819,16332,3302,5.04,1.09,97.71
S001496,2024-04-12,P0058,D0081,C00399,15,12456,12109,8804,4.21,3.43,84.22
S001497,2023-10-08,P0028,D0108,C00715,286,32373,20162,9375,4.68,4.35,98.35
S001498,2024-10-14,P0026,D0067,C00202,334,1783,22340,5097,0.14,1.73,85.66
S001499,2025-04-23,P0113,D0174,C00466,408,8560,25594,6623,1.31,0.36,84.36
S001500,2024-11-16,P0191,D0043,C00151,216,30168,12793,1962,7.63,4.57,87.21
S001501,2025-08-25,P0066,D0187,C00896,35,1391,21850,6590,4.19,3.41,84.56
S001502,2024-10-05,P0153,D0200,C00159,69,25264,24936,7709,7.43,4.96,91.45
S001503,2023-10-09,P0131,D0039,C00310,396,34900,47906,4058,1.71,3.47,89.46
S001504,2025-08-07,P0200,D0220,C00951,212,11709,4827,4108,6.98,0.62,93.4
S001505,2024-11-14,P0044,D0004,C00504,46,38213,30290,2076,2.89,2.17,94.49
S001506,2024-09-26,P0097,D0121,C00026,382,14062,34410,9450,7.05,0.21,81.64
S001507,2023-11-29,P0042,D0077,C00821,453,47801,59889,6570,0.87,1.71,83.07
S001508,2025-05-10,P0006,D0179,C00066,248,11388,47790,9749,3.34,3.93,95.79
S001509,2025-07-24,P0167,D0133,C00935,420,48359,1816,753,1.19,2.78,81.32
S001510,2023-12-18,P0180,D0229,C00263,85,29036,35959,5593,6.3,2.29,93.18
S001511,2025-08-31,P0023,D0276,C00472,48,6318,23310,6386,3.93,4.24,93.27
S001512,2025-06-24,P0089,D0152,C00167,231,31544,36436,3893,0.74,0.89,94.74
S001513,2023-12-20,P0123,D0164,C00800,67,21823,59207,6637,5.26,2.69,84.37
S001514,2024-06-19,P0178,D0290,C00154,477,40019,45587,8774,0.25,3.24,83.02
S001515,2025-04-08,P0171,D0109,C00343,438,17978,12783,7230,8.18,4.63,89
S001516,2025-09-01,P0147,D0126,C00718,89,29460,8559,1760,9.38,0.82,80.86
S001517,2025-05-25,P0197,D0240,C00413,219,45111,53524,1050,8.1,3.53,96.84
S001518,2023-11-06,P0051,D0146,C00665,420,4324,43890,8703,9.52,0.23,94.94
S001519,2024-04-19,P0011,D0252,C00184,52,23552,31200,453,8.97,2.84,97.69
S001520,2023-11-28,P0012,D0183,C00671,22,3934,8008,2579,8.95,3.22,81.4
S001521,2024-03-12,P0074,D0072,C00194,422,6033,42488,4198,2.45,4.2,98.42
S001522,2025-07-08,P0008,D0219,C00002,99,40531,37830,7199,2.31,1.62,95.13
S001523,2025-02-25,P0152,D0207,C00215,446,7086,46394,4180,8.09,3.48,82.26
S001524,2024-09-09,P0041,D0173,C00687,449,38101,24276,4326,4.91,0.46,82.09
S001525,2025-06-11,P0164,D0141,C00587,131,44945,45543,1198,9.42,1.11,98
S001526,2024-01-21,P0085,D0272,C00797,88,27939,56222,1447,8.97,3.87,89.32
S001527,2024-05-02,P0072,D0214,C00639,136,19894,8502,2073,8.93,4.46,99.98
S001528,2023-10-31,P0055,D0269,C00483,496,5687,59876,1123,3.26,0.08,92.7
S001529,2025-06-01,P0137,D0020,C00561,374,3887,58899,4355,1.33,0.83,93.76
S001530,2025-06-05,P0047,D0066,C00969,39,4043,54044,6260,6.78,1.05,89.36
S001531,2025-07-04,P0143,D0147,C00032,18,19015,20184,9710,4.41,2.6,88.74
S001532,2024-01-14,P0176,D0165,C00670,105,18789,51082,4551,9.34,0.77,96.04
S001533,2024-01-31,P0104,D0006,C00015,387,7115,11790,1155,8.54,4.88,88.97
S001534,2024-10-24,P0042,D0014,C00318,146,29821,22633,2630,9.29,1.94,89.97
S001535,2024-04-10,P0060,D0132,C00846,336,23879,37961,1747,5.68,0.71,87.82
S001536,2025-09-05,P0198,D0243,C00243,224,33717,26368,2920,5.26,3.87,83.93
S001537,2025-07-21,P0012,D0231,C00017,117,42179,28045,9148,8.47,2.81,96.98
S001538,2025-07-04,P0130,D0228,C00534,1,41971,54187,7925,5.12,4.57,84.41
S001539,2024-10-02,P0007,D0162,C00756,117,36610,46135,7782,9,4.68,86.03
S001540,2025-09-04,P0080,D0283,C00926,384,6504,5383,4991,0.34,4.28,91.86
S001541,2024-03-14,P0131,D0263,C00081,26,9649,44854,3109,3.59,2.82,86.52
S001542,2023-12-01,P0109,D0131,C00656,436,27848,27345,901,8.35,1.11,87.07
S001543,2024-04-02,P0003,D0225,C00436,496,25742,56464,441,2.1,2.14,80.08
S001544,2024-11-21,P0027,D0258,C00008,12,16675,36918,4601,3.99,2.41,96.02
S001545,2024-01-07,P0114,D0234,C00960,294,41051,21742,9688,0.1,4.88,89.89
S001546,2024-04-15,P0107,D0024,C00679,341,47917,59055,1409,3.02,1.26,83.92
S001547,2024-06-18,P0040,D0271,C00287,169,35741,24250,6803,3.19,2.17,94.24
S001548,2025-09-07,P0161,D0095,C00780,53,27520,3577,676,7.33,2.81,93.12
S001549,2024-07-19,P0129,D0142,C00801,269,15833,5880,4416,6.77,1.96,87.53
S001550,2024-03-28,P0008,D0182,C00186,248,8574,5305,4128,4.45,0.6,91.56
S001551,2024-02-10,P0101,D0206,C00524,128,9143,54202,2294,7.29,4.45,93.33
S001552,2023-10-05,P0160,D0081,C00793,76,24936,27740,4150,4.28,4.01,81.24
S001553,2025-03-13,P0124,D0274,C00422,269,37596,15951,9495,4.35,1.28,88.35
S001554,2025-07-12,P0176,D0276,C00816,146,22469,20532,5729,6.46,2.24,90.49
S001555,2025-06-11,P0107,D0208,C00466,403,49538,13602,5516,7.23,3.68,94.47
S001556,2025-01-23,P0101,D0296,C00083,403,38505,23538,8782,8.47,4.87,87.63
S001557,2024-09-09,P0004,D0039,C00567,499,17623,41828,6596,7.51,0.84,83.42
S001558,2023-11-01,P0198,D0288,C00643,454,36720,6126,5206,6.7,3.19,81.79
S001559,2025-06-12,P0110,D0124,C00637,48,12630,19330,5065,5.61,4.09,96.19
S001560,2024-05-30,P0019,D0283,C00483,199,18239,14242,2581,3.08,0.13,89.58
S001561,2025-02-08,P0032,D0180,C00325,71,32023,35340,839,2.61,4.05,84.59
S001562,2025-06-04,P0137,D0097,C00419,412,28240,29932,609,8.43,3.95,96.1
S001563,2024-06-07,P0012,D0191,C00051,92,37006,14823,693,7.17,4.62,96.24
S001564,2025-06-22,P0139,D0074,C00027,403,1553,17583,9046,6.65,0.42,93.03
S001565,2024-02-24,P0046,D0273,C00677,464,25518,52529,9754,2.59,0.62,82.4
S001566,2025-03-30,P0119,D0049,C00981,209,44773,5068,5393,9.7,2.59,86.07
S001567,2024-12-15,P0016,D0210,C00912,342,43845,9281,3102,0.81,4.36,97.65
S001568,2025-01-30,P0129,D0116,C00988,339,14612,50742,8106,8.38,4.37,82.43
S001569,2024-09-17,P0063,D0023,C00793,48,12137,7198,204,2.11,3.5,94.01
S001570,2025-01-30,P0109,D0098,C00545,29,26804,23415,9884,3.92,2.24,85.12
S001571,2025-07-27,P0119,D0190,C00062,176,42154,55492,4983,4.28,1.16,80.68
S001572,2024-04-04,P0021,D0182,C00657,19,41106,42051,3922,6.63,2.37,93.78
S001573,2024-11-11,P0158,D0148,C00171,495,33505,45617,7854,5.47,1.09,85.3
S001574,2024-02-12,P0013,D0023,C00286,355,45647,27679,5513,1.86,3.87,94.86
S001575,2024-07-20,P0162,D0105,C00809,47,10617,58283,2942,0.3,2.11,87.34
S001576,2024-08-11,P0004,D0163,C00117,345,16398,13348,492,7.17,2.7,84.39
S001577,2023-11-27,P0156,D0067,C00004,60,3693,44124,6665,5.05,3.4,98.2
S001578,2025-07-06,P0102,D0290,C00066,176,31971,17973,5076,3.62,2.63,87.1
S001579,2025-02-20,P0059,D0289,C00060,255,2971,21022,4413,2.85,3.78,98.29
S001580,2023-11-13,P0128,D0046,C00905,404,15542,53466,2300,8.23,3.93,99.23
S001581,2025-05-05,P0027,D0081,C00502,229,9691,50937,8981,7.96,1.21,88.13
S001582,2024-06-27,P0069,D0147,C00799,147,14454,25459,6190,8.26,1.49,94.37
S001583,2024-02-08,P0025,D0222,C00857,298,21498,47153,1760,2.19,0.3,87.93
S001584,2024-06-12,P0131,D0015,C00229,333,4773,46076,4062,8.52,0.45,93.13
S001585,2024-05-05,P0097,D0121,C00100,239,21031,11080,7621,9.86,4.15,95.44
S001586,2023-12-04,P0196,D0078,C00119,332,41677,37813,6493,5.99,1.07,92.77
S001587,2024-10-22,P0025,D0295,C00069,433,3866,21168,9694,0.47,4.17,85.79
S001588,2024-07-11,P0148,D0241,C00664,399,33568,18561,5137,7.02,4.93,86.16
S001589,2024-04-01,P0162,D0018,C00792,188,3067,35045,6983,5.38,1.21,97.23
S001590,2024-08-27,P0154,D0256,C00221,324,23291,32892,7412,7.12,2.3,91.28
S001591,2024-09-12,P0126,D0277,C00941,335,29497,3965,8125,1.88,2.69,98.03
S001592,2024-01-26,P0133,D0027,C00223,209,32969,33438,3352,6.06,4.71,88.38
S001593,2025-02-28,P0189,D0002,C00677,411,43726,9493,3430,5.39,0.89,85.27
S001594,2024-04-15,P0009,D0295,C00954,75,43084,3344,6727,6.02,4.18,92.16
S001595,2025-04-21,P0116,D0239,C00504,183,32458,41426,7077,7.28,4.79,97.8
S001596,2024-04-13,P0178,D0013,C00211,87,17677,46828,7479,5.44,2.77,90.03
S001597,2024-11-22,P0134,D0184,C00791,271,31245,38931,3925,3.22,0.76,85.56
S001598,2024-06-07,P0060,D0194,C00931,180,36314,20599,8842,3.09,1.67,84.43
S001599,2025-08-18,P0172,D0056,C00575,415,9267,28891,2044,6.95,4.8,88.98
S001600,2024-02-08,P0121,D0230,C00886,245,40812,41955,5569,6.64,0.84,97.09
S001601,2024-02-24,P0139,D0028,C00882,346,4775,46474,8594,4.22,2.44,85.71
S001602,2024-12-29,P0194,D0071,C00262,7,12388,17445,8709,3.54,0.95,91.07
S001603,2024-10-08,P0175,D0210,C00518,269,11266,34625,2215,6.2,4.52,83.46
S001604,2024-01-06,P0108,D0184,C00248,438,26875,26113,2204,3.12,2.95,94.86
S001605,2025-05-07,P0108,D0041,C00741,13,31267,18724,5689,9.63,4.62,89.18
S001606,2024-12-10,P0131,D0260,C00798,404,48589,55706,2746,5.96,4.73,84.77
S001607,2024-01-29,P0076,D0084,C00257,226,4534,31532,929,5.92,2.44,95.1
S001608,2025-04-02,P0030,D0046,C00063,266,3053,46751,3210,1.36,4.69,94.56
S001609,2025-02-04,P0021,D0159,C00392,242,40880,26393,5467,6.1,0,80.67
S001610,2023-12-15,P0156,D0007,C00540,380,19083,28683,1237,2.95,0.96,88.83
S001611,2024-01-28,P0190,D0136,C00857,180,10929,22399,5145,4.52,3.67,91.86
S001612,2024-09-16,P0161,D0183,C00417,421,43890,18358,5342,5.38,2.63,85.12
S001613,2023-12-29,P0163,D0197,C00053,180,40600,38405,2742,4.78,4.95,81.13
S001614,2023-12-26,P0180,D0172,C00764,126,42329,21036,6456,8.09,3.92,85.68
S001615,2024-07-20,P0034,D0276,C00038,499,33083,53455,886,0.99,3.32,97.34
S001616,2025-04-21,P0041,D0078,C00308,283,4739,19095,2649,1.67,4.56,86.79
S001617,2025-07-02,P0051,D0178,C00846,418,21757,50941,3346,1.57,1.69,95.73
S001618,2024-03-15,P0175,D0027,C00651,356,34107,27656,5494,8.17,0.84,94.04
S001619,2023-11-12,P0082,D0120,C00898,190,3862,34348,5455,1.18,2.74,99.17
S001620,2024-11-15,P0058,D0281,C00053,16,17997,27617,5765,9.71,1.19,97.44
S001621,2025-09-03,P0075,D0196,C00606,315,18487,42311,5872,9.69,1.16,98.83
S001622,2023-10-24,P0185,D0277,C00606,21,29353,36070,3708,9.92,1.53,80.47
S001623,2024-11-24,P0023,D0018,C00452,16,9984,34841,5316,9.8,3.38,85.95
S001624,2025-06-30,P0176,D0295,C00461,465,24130,43991,2168,1.49,0.12,97.46
S001625,2024-08-31,P0128,D0271,C00775,463,9258,32766,2437,6.57,4.25,87.45
S001626,2024-03-29,P0150,D0053,C00486,269,13502,55525,1916,4,3.06,81.05
S001627,2024-02-27,P0017,D0294,C00835,33,38279,8561,5301,7.32,1.52,98.57
S001628,2024-04-10,P0069,D0052,C00137,182,41080,31371,1902,4.06,0.57,89.04
S001629,2024-12-29,P0108,D0216,C00974,69,13839,46328,1910,3.83,3.95,81.04
S001630,2024-04-10,P0139,D0072,C00372,411,29371,32412,6149,9.04,2.18,85.68
S001631,2025-04-12,P0094,D0028,C00959,52,34338,19266,2021,4.95,2.18,97.12
S001632,2024-06-06,P0015,D0252,C00256,65,42499,5345,6529,7.4,2.35,95.79
S001633,2024-10-19,P0091,D0035,C00395,300,6356,18644,4816,6.5,2.07,99.94
S001634,2025-02-05,P0163,D0201,C00037,414,17500,8047,827,6.58,2.57,88.8
S001635,2025-01-22,P0033,D0249,C00654,407,11390,1231,8512,3.49,3.15,86.05
S001636,2025-03-19,P0125,D0099,C00147,335,30778,48531,4977,2.52,2.16,82.66
S001637,2025-06-30,P0016,D0140,C00008,228,40992,10148,8149,8.85,4.86,85.96
S001638,2023-10-21,P0162,D0083,C00251,467,20840,38497,4272,0.25,1.99,83.99
S001639,2025-06-24,P0066,D0048,C00647,222,30980,43054,7994,1.73,1.07,93.36
S001640,2025-09-05,P0168,D0278,C00571,272,36819,45889,2752,1.33,4.9,95.32
S001641,2025-02-06,P0156,D0248,C00635,439,15065,20920,9658,9.49,1.48,96.07
S001642,2023-10-07,P0047,D0177,C00447,18,11559,53644,8623,0.05,3.1,95.04
S001643,2023-12-20,P0167,D0052,C00263,218,9433,55271,7561,0.08,4.14,89.81
S001644,2024-02-28,P0198,D0079,C00632,273,9656,51454,7362,2.27,0.02,87.85
S001645,2025-06-05,P0148,D0064,C00439,459,44210,5314,1504,2.79,1.41,82
S001646,2024-12-22,P0124,D0008,C00259,308,32477,26272,9249,5.6,2.66,91.57
S001647,2025-04-28,P0001,D0214,C00323,173,47524,17690,3611,9.61,2.28,89.06
S001648,2024-03-10,P0200,D0025,C00530,56,41575,43983,5309,4.65,0.36,84.87
S001649,2024-03-09,P0087,D0256,C00301,349,41070,58657,628,2.89,2.24,96.05
S001650,2025-07-24,P0128,D0243,C00865,438,30529,4474,9159,8.17,0.53,94.22
S001651,2024-02-08,P0191,D0198,C00485,9,19262,49026,2036,3.86,1.25,91.36
S001652,2025-04-28,P0067,D0094,C00092,497,38649,23232,840,1.42,3.74,84.01
S001653,2024-01-23,P0004,D0207,C00164,401,43865,25039,9598,7.95,0.89,91.4
S001654,2024-09-02,P0186,D0015,C00656,283,37577,15104,3516,0.02,3.33,84.08
S001655,2024-07-09,P0153,D0178,C00335,293,9763,18786,1857,2.05,4.86,94.65
S001656,2024-05-30,P0047,D0075,C00925,22,22989,21760,1356,6.35,1.23,83.45
S001657,2024-08-04,P0038,D0104,C00315,72,25117,47716,1475,1.02,1.3,94.79
S001658,2023-11-16,P0143,D0294,C00914,451,48508,45358,9007,2.56,4.77,90.82
S001659,2024-03-03,P0191,D0168,C00945,422,37409,58378,8724,3.93,3.33,99.53
S001660,2024-07-08,P0021,D0115,C00238,355,29080,52269,8548,3.96,3.85,89.34
S001661,2025-02-14,P0057,D0039,C00686,480,29195,58703,6640,9.73,3.96,84.79
S001662,2025-02-13,P0117,D0273,C00083,328,1656,23193,8216,6.76,3.65,96.79
S001663,2024-02-18,P0181,D0135,C00669,172,16609,23414,2936,0.37,4.88,91.61
S001664,2025-01-06,P0046,D0232,C00966,123,20535,17791,2404,2.21,1.37,90.74
S001665,2024-05-17,P0142,D0039,C00109,91,5110,6680,7216,6.16,2.59,82.11
S001666,2024-09-18,P0145,D0291,C00178,224,44982,54827,7072,7.13,3.32,87.61
S001667,2024-11-28,P0039,D0047,C00250,292,8207,15854,3942,3.81,3.54,80.09
S001668,2024-05-07,P0137,D0036,C00765,354,49637,13893,7680,8.57,0.96,84.31
S001669,2025-01-07,P0099,D0095,C00567,252,34074,39271,4883,9.43,4.38,90.5
S001670,2024-04-11,P0077,D0013,C00667,409,42664,7224,9761,6.14,4.07,89.47
S001671,2024-02-21,P0115,D0146,C00903,479,21876,41373,1148,5.62,1.32,91.35
S001672,2024-02-11,P0134,D0065,C00091,298,9869,28685,9252,7.51,2.72,97.36
S001673,2025-08-05,P0151,D0228,C00339,367,32689,29509,6015,7.82,1.47,85.2
S001674,2024-04-30,P0187,D0242,C00638,256,44872,19476,7383,2.15,1.83,93.54
S001675,2023-11-03,P0091,D0008,C00849,13,13185,57678,7873,4.84,2.67,91.02
S001676,2025-05-07,P0098,D0043,C00169,440,42170,50288,9463,4.47,2.7,96.41
S001677,2025-04-22,P0120,D0244,C00139,335,21878,12062,3084,9.41,2.66,85.35
S001678,2024-08-21,P0046,D0181,C00517,118,2396,42938,9027,1.12,2.72,99.81
S001679,2024-04-08,P0038,D0085,C00578,435,4460,46875,8216,9.43,3.18,93.28
S001680,2024-08-23,P0142,D0155,C00623,178,38121,2484,8924,5.73,0.08,80.81
S001681,2024-12-14,P0100,D0275,C00184,461,46389,27990,8578,2.88,0.7,80.09
S001682,2024-10-31,P0072,D0023,C00780,308,30020,20760,1448,8.69,2.35,97.36
S001683,2024-03-31,P0190,D0115,C00170,161,44240,56524,6443,0.5,3.54,85.23
S001684,2024-03-27,P0035,D0299,C00362,95,8676,7326,6194,3.19,2.55,84.74
S001685,2024-10-23,P0147,D0099,C00244,409,38312,34234,6032,7.53,3.14,91
S001686,2023-11-19,P0030,D0104,C00843,368,4148,5933,278,8.28,4.85,83.39
S001687,2024-01-31,P0078,D0051,C00138,314,13272,15539,2011,1.67,3.65,85.77
S001688,2024-12-14,P0084,D0112,C00028,168,1827,34742,1599,9.42,4.7,90.32
S001689,2023-11-14,P0113,D0244,C00519,87,3655,46678,4612,0.54,0.1,99.64
S001690,2024-08-14,P0025,D0169,C00398,422,44105,6187,2775,4.34,2.24,83.06
S001691,2025-09-12,P0168,D0072,C00333,3,46517,40780,2270,0.97,1.77,80.84
S001692,2024-06-18,P0088,D0139,C00965,372,9691,47789,2432,0.98,3.53,94.16
S001693,2024-04-03,P0014,D0231,C00317,16,44638,57624,4089,9.14,4.65,92.32
S001694,2025-01-07,P0154,D0239,C00563,130,10253,3651,2854,9.04,0.2,86.27
S001695,2025-02-26,P0102,D0253,C00426,23,8525,19183,2150,6.15,0.29,85.59
S001696,2025-05-31,P0150,D0049,C00136,98,14553,15963,8553,9.66,3.36,97.36
S001697,2023-11-23,P0176,D0072,C00690,158,37264,18399,9786,4.91,1.73,86.43
S001698,2023-09-30,P0083,D0263,C00641,239,5222,7238,431,7.83,1.02,91.86
S001699,2025-07-08,P0110,D0222,C00709,10,26702,27324,4456,0.97,4.77,88.51
S001700,2024-11-22,P0179,D0077,C00267,321,11716,59028,2919,3.96,0.07,90.55
S001701,2024-07-20,P0131,D0062,C00107,22,23963,48900,4642,5.15,1.37,97.76
S001702,2024-01-25,P0170,D0157,C00560,308,22888,43416,4968,7.78,1.66,88.95
S001703,2025-05-26,P0019,D0294,C00138,367,5180,49788,8224,3.34,3.91,96.51
S001704,2024-08-08,P0028,D0125,C00911,184,2382,42328,6722,9.8,2.81,92.04
S001705,2025-06-04,P0173,D0229,C00615,417,15362,56574,6683,7.35,1.64,87.27
S001706,2024-05-29,P0071,D0161,C00047,217,5167,33667,7177,5.33,0.85,80.5
S001707,2024-04-29,P0063,D0029,C00989,214,39313,7047,6522,3.31,1.09,93.35
S001708,2023-12-04,P0073,D0114,C00665,336,31287,56701,1258,6.42,0.19,93.93
S001709,2024-03-14,P0124,D0079,C00368,158,16581,7589,393,6.73,4.18,99.86
S001710,2024-03-06,P0119,D0023,C00006,210,27194,48426,6448,6.79,0.59,94.22
S001711,2024-01-08,P0121,D0106,C00523,408,49721,15965,5916,5.86,4.12,96.39
S001712,2024-10-02,P0019,D0131,C00529,133,29823,56368,8584,4,0.7,83.35
S001713,2024-06-23,P0175,D0173,C00655,53,10427,13805,1261,8.17,4.53,95.26
S001714,2024-06-20,P0142,D0264,C00272,229,11822,2344,8702,2.58,3.39,87.04
S001715,2024-02-17,P0120,D0285,C00824,183,37751,21501,608,6.25,1.76,99.6
S001716,2025-03-30,P0166,D0002,C00066,23,25121,58522,5276,4.72,1.96,89.03
S001717,2024-03-20,P0181,D0233,C00420,106,7200,28331,4979,8.93,1.42,89.3
S001718,2024-12-31,P0061,D0251,C00339,91,15761,10324,1493,5.91,1.06,89.95
S001719,2023-10-18,P0164,D0108,C00934,119,23126,8539,5631,8.56,4.56,86.16
S001720,2025-06-28,P0168,D0276,C00498,460,24095,41632,806,9.53,0.92,87.59
S001721,2024-05-11,P0030,D0180,C00469,138,27123,51631,1398,1.27,0.88,87.85
S001722,2024-01-02,P0009,D0213,C00331,482,14319,31262,7713,5.55,1.8,90.26
S001723,2024-12-31,P0064,D0293,C00768,120,16590,22732,3958,8.84,4.92,82.83
S001724,2023-10-05,P0161,D0072,C00639,161,47265,14225,3207,8.72,2.32,91.95
S001725,2025-04-04,P0120,D0283,C00131,208,3184,53218,4819,1.96,1.78,90.78
S001726,2025-06-17,P0052,D0175,C00994,349,23701,40859,840,4.81,4.99,99.65
S001727,2025-03-01,P0089,D0123,C00530,318,8003,45988,3999,2.23,3.7,97.49
S001728,2025-04-27,P0142,D0227,C00719,338,42178,54778,5705,8.97,4.72,89.25
S001729,2023-10-27,P0053,D0083,C00601,155,41198,27496,1534,0.03,1.24,93.96
S001730,2023-10-02,P0187,D0253,C00438,263,38118,19856,5642,2.18,3.77,93.11
S001731,2024-01-06,P0078,D0146,C00243,356,26387,1958,1421,4.09,4.45,84.7
S001732,2025-03-18,P0041,D0120,C00463,155,47666,28863,7309,2.21,2.65,86.66
S001733,2023-10-06,P0196,D0065,C00350,330,40135,59415,9302,9.74,2.12,80.67
S001734,2024-02-21,P0068,D0281,C00017,394,30554,18872,275,2.44,1.48,81.91
S001735,2023-12-18,P0008,D0283,C00466,459,28781,22151,7170,3.62,2.84,86.19
S001736,2025-01-30,P0002,D0106,C00735,313,43146,19317,9612,1.74,0.96,95.56
